0.1 2.7826934e+17
0.1098 3.34895419e+17
0.1196 3.96647499e+17
0.1294 4.63497512e+17
0.1392 5.35417392e+17
0.149 6.12379073e+17
0.1588 6.94354487e+17
0.1686 7.81315567e+17
0.1784 8.73234248e+17
0.1882 9.70082461e+17
0.198 1.07183214e+18
0.2078 1.17845522e+18
0.2176 1.28992363e+18
0.2274 1.40620931e+18
0.2372 1.52728419e+18
0.247 1.6531202e+18
0.2568 1.78368928e+18
0.2666 1.91896335e+18
0.2764 2.05891436e+18
0.2862 2.20351424e+18
0.296 2.35273491e+18
0.3058 2.50654831e+18
0.3156 2.66492638e+18
0.3254 2.82784105e+18
0.3352 2.99526425e+18
0.345 3.16716792e+18
0.3548 3.34352398e+18
0.3646 3.52430438e+18
0.3744 3.70948104e+18
0.3842 3.8990259e+18
0.394 4.09291089e+18
0.4038 4.29110794e+18
0.4136 4.49358899e+18
0.4234 4.70032598e+18
0.4332 4.91129082e+18
0.443 5.12645547e+18
0.4528 5.34579184e+18
0.4626 5.56927189e+18
0.4724 5.79686752e+18
0.4822 6.02855069e+18
0.492 6.26429332e+18
0.5018 6.50406735e+18
0.5116 6.74784471e+18
0.5214 6.99559733e+18
0.5312 7.24729715e+18
0.541 7.5029161e+18
0.5508 7.76242611e+18
0.5606 8.02579912e+18
0.5704 8.29300706e+18
0.5802 8.56402187e+18
0.59 8.83881546e+18
0.5998 9.11735979e+18
0.6096 9.39962678e+18
0.6194 9.68558837e+18
0.6292 9.97521649e+18
0.639 1.02684831e+19
0.6488 1.056536e+19
0.6586 1.08658193e+19
0.6684 1.11698329e+19
0.6782 1.14773727e+19
0.688 1.17884106e+19
0.6978 1.21029185e+19
0.7076 1.24208685e+19
0.7174 1.27422323e+19
0.7272 1.30669821e+19
0.737 1.33950896e+19
0.7468 1.37265269e+19
0.7566 1.40612658e+19
0.7664 1.43992783e+19
0.7762 1.47405363e+19
0.786 1.50850118e+19
0.7958 1.54326767e+19
0.8056 1.5783503e+19
0.8154 1.61374625e+19
0.8252 1.64945271e+19
0.835 1.6854669e+19
0.8448 1.72178598e+19
0.8546 1.75840717e+19
0.8644 1.79532765e+19
0.8742 1.83254461e+19
0.884 1.87005526e+19
0.8938 1.90785678e+19
0.9036 1.94594636e+19
0.9134 1.9843212e+19
0.9232 2.0229785e+19
0.933 2.06191544e+19
0.9428 2.10112922e+19
0.9526 2.14061703e+19
0.9624 2.18037607e+19
0.9722 2.22040353e+19
0.982 2.2606966e+19
0.9918 2.30125248e+19
1.0016 2.34206836e+19
1.0114 2.38314142e+19
1.0212 2.42446888e+19
1.031 2.46604791e+19
1.0408 2.50787572e+19
1.0506 2.54994949e+19
1.0604 2.59226642e+19
1.0702 2.63482371e+19
1.08 2.67761854e+19
1.0898 2.72064811e+19
1.0996 2.76390961e+19
1.1094 2.80740024e+19
1.1192 2.85111718e+19
1.129 2.89505764e+19
1.1388 2.93921881e+19
1.1486 2.98359787e+19
1.1584 3.02819203e+19
1.1682 3.07299847e+19
1.178 3.11801439e+19
1.1878 3.16323699e+19
1.1976 3.20866345e+19
1.2074 3.25429097e+19
1.2172 3.30011674e+19
1.227 3.34613796e+19
1.2368 3.39235181e+19
1.2466 3.4387555e+19
1.2564 3.48534621e+19
1.2662 3.53212115e+19
1.276 3.57907749e+19
1.2858 3.62621244e+19
1.2956 3.67352319e+19
1.3054 3.72100694e+19
1.3152 3.76866086e+19
1.325 3.81648217e+19
1.3348 3.86446805e+19
1.3446 3.9126157e+19
1.3544 3.9609223e+19
1.3642 4.00938506e+19
1.374 4.05800116e+19
1.3838 4.1067678e+19
1.3936 4.15568217e+19
1.4034 4.20474147e+19
1.4132 4.25394289e+19
1.423 4.30328362e+19
1.4328 4.35276085e+19
1.4426 4.40237179e+19
1.4524 4.45211362e+19
1.4622 4.50198353e+19
1.472 4.55197872e+19
1.4818 4.60209638e+19
1.4916 4.65233371e+19
1.5014 4.7026879e+19
1.5112 4.75315614e+19
1.521 4.80373562e+19
1.5308 4.85442355e+19
1.5406 4.9052171e+19
1.5504 4.95611348e+19
1.5602 5.00710988e+19
1.57 5.05820349e+19
1.5798 5.10939151e+19
1.5896 5.16067113e+19
1.5994 5.21203954e+19
1.6092 5.26349393e+19
1.619 5.3150315e+19
1.6288 5.36664945e+19
1.6386 5.41834496e+19
1.6484 5.47011523e+19
1.6582 5.52195745e+19
1.668 5.57386881e+19
1.6778 5.62584652e+19
1.6876 5.67788775e+19
1.6974 5.72998972e+19
1.7072 5.7821496e+19
1.717 5.83436459e+19
1.7268 5.88663189e+19
1.7366 5.93894868e+19
1.7464 5.99131217e+19
1.7562 6.04371955e+19
1.766 6.096168e+19
1.7758 6.14865472e+19
1.7856 6.20117691e+19
1.7954 6.25373176e+19
1.8052 6.30631646e+19
1.815 6.3589282e+19
1.8248 6.41156419e+19
1.8346 6.4642216e+19
1.8444 6.51689764e+19
1.8542 6.5695895e+19
1.864 6.62229437e+19
1.8738 6.67500945e+19
1.8836 6.72773193e+19
1.8934 6.78045899e+19
1.9032 6.83318784e+19
1.913 6.88591567e+19
1.9228 6.93863967e+19
1.9326 6.99135704e+19
1.9424 7.04406497e+19
1.9522 7.09676064e+19
1.962 7.14944127e+19
1.9718 7.20210403e+19
1.9816 7.25474612e+19
1.9914 7.30736474e+19
2.0012 7.35995707e+19
2.011 7.41252032e+19
2.0208 7.46505167e+19
2.0306 7.51754832e+19
2.0404 7.57000747e+19
2.0502 7.62242629e+19
2.06 7.674802e+19
2.0698 7.72713178e+19
2.0796 7.77941282e+19
2.0894 7.83164232e+19
2.0992 7.88381747e+19
2.109 7.93593547e+19
2.1188 7.98799351e+19
2.1286 8.03998877e+19
2.1384 8.09191847e+19
2.1482 8.14377978e+19
2.158 8.1955699e+19
2.1678 8.24728602e+19
2.1776 8.29892535e+19
2.1874 8.35048507e+19
2.1972 8.40196237e+19
2.207 8.45335445e+19
2.2168 8.5046585e+19
2.2266 8.55587172e+19
2.2364 8.60699129e+19
2.2462 8.65801442e+19
2.256 8.70893829e+19
2.2658 8.75976009e+19
2.2756 8.81047703e+19
2.2854 8.8610863e+19
2.2952 8.91158508e+19
2.305 8.96197058e+19
2.3148 9.01223998e+19
2.3246 9.06239047e+19
2.3344 9.11241926e+19
2.3442 9.16232354e+19
2.354 9.21210049e+19
2.3638 9.26174731e+19
2.3736 9.3112612e+19
2.3834 9.36063935e+19
2.3932 9.40987894e+19
2.403 9.45897718e+19
2.4128 9.50793126e+19
2.4226 9.55673838e+19
2.4324 9.60539571e+19
2.4422 9.65390047e+19
2.452 9.70224983e+19
2.4618 9.750441e+19
2.4716 9.79847117e+19
2.4814 9.84633753e+19
2.4912 9.89403727e+19
2.501 9.94156759e+19
2.5108 9.98892569e+19
2.5206 1.00361087e+20
2.5304 1.0083114e+20
2.5402 1.01299385e+20
2.55 1.01765796e+20
2.5598 1.02230345e+20
2.5696 1.02693003e+20
2.5794 1.03153742e+20
2.5892 1.03612534e+20
2.599 1.04069351e+20
2.6088 1.04524166e+20
2.6186 1.04976949e+20
2.6284 1.05427673e+20
2.6382 1.0587631e+20
2.648 1.06322832e+20
2.6578 1.06767211e+20
2.6676 1.07209418e+20
2.6774 1.07649426e+20
2.6872 1.08087206e+20
2.697 1.08522731e+20
2.7068 1.08955972e+20
2.7166 1.09386902e+20
2.7264 1.09815492e+20
2.7362 1.10241713e+20
