0.1 1.02297275e+18
0.1038 1.09998984e+18
0.1076 1.17963232e+18
0.1114 1.26188246e+18
0.1152 1.34672252e+18
0.119 1.43413475e+18
0.1228 1.52410142e+18
0.1266 1.61660479e+18
0.1304 1.71162711e+18
0.1342 1.80915066e+18
0.138 1.90915769e+18
0.1418 2.01163046e+18
0.1456 2.11655124e+18
0.1494 2.22390227e+18
0.1532 2.33366584e+18
0.157 2.44582418e+18
0.1608 2.56035958e+18
0.1646 2.67725428e+18
0.1684 2.79649055e+18
0.1722 2.91805066e+18
0.176 3.04191685e+18
0.1798 3.16807139e+18
0.1836 3.29649654e+18
0.1874 3.42717457e+18
0.1912 3.56008773e+18
0.195 3.69521829e+18
0.1988 3.8325485e+18
0.2026 3.97206063e+18
0.2064 4.11373694e+18
0.2102 4.25755968e+18
0.214 4.40351112e+18
0.2178 4.55157353e+18
0.2216 4.70172915e+18
0.2254 4.85396026e+18
0.2292 5.00824911e+18
0.233 5.16457797e+18
0.2368 5.32292909e+18
0.2406 5.48328473e+18
0.2444 5.64562716e+18
0.2482 5.80993864e+18
0.252 5.97620143e+18
0.2558 6.14439778e+18
0.2596 6.31450997e+18
0.2634 6.48652025e+18
0.2672 6.66041088e+18
0.271 6.83616412e+18
0.2748 7.01376224e+18
0.2786 7.19318749e+18
0.2824 7.37442214e+18
0.2862 7.55744844e+18
0.29 7.74224866e+18
0.2938 7.92880506e+18
0.2976 8.1170999e+18
0.3014 8.30711544e+18
0.3052 8.49883394e+18
0.309 8.69223766e+18
0.3128 8.88730886e+18
0.3166 9.08402981e+18
0.3204 9.28238276e+18
0.3242 9.48234998e+18
0.328 9.68391373e+18
0.3318 9.88705626e+18
0.3356 1.00917598e+19
0.3394 1.02980067e+19
0.3432 1.05057792e+19
0.347 1.07150595e+19
0.3508 1.09258299e+19
0.3546 1.11380726e+19
0.3584 1.135177e+19
0.3622 1.15669042e+19
0.366 1.17834575e+19
0.3698 1.20014123e+19
0.3736 1.22207507e+19
0.3774 1.2441455e+19
0.3812 1.26635076e+19
0.385 1.28868905e+19
0.3888 1.31115862e+19
0.3926 1.33375768e+19
0.3964 1.35648446e+19
0.4002 1.37933719e+19
0.404 1.4023141e+19
0.4078 1.42541341e+19
0.4116 1.44863334e+19
0.4154 1.47197213e+19
0.4192 1.49542799e+19
0.423 1.51899916e+19
0.4268 1.54268386e+19
0.4306 1.56648032e+19
0.4344 1.59038676e+19
0.4382 1.61440141e+19
0.442 1.6385225e+19
0.4458 1.66274825e+19
0.4496 1.68707688e+19
0.4534 1.71150663e+19
0.4572 1.73603572e+19
0.461 1.76066237e+19
0.4648 1.78538482e+19
0.4686 1.81020128e+19
0.4724 1.83510999e+19
0.4762 1.86010917e+19
0.48 1.88519705e+19
0.4838 1.91037184e+19
0.4876 1.93563179e+19
0.4914 1.96097511e+19
0.4952 1.98640003e+19
0.499 2.01190478e+19
0.5028 2.03748758e+19
0.5066 2.06314666e+19
0.5104 2.08888024e+19
0.5142 2.11468656e+19
0.518 2.14056383e+19
0.5218 2.16651028e+19
0.5256 2.19252415e+19
0.5294 2.21860365e+19
0.5332 2.24474701e+19
0.537 2.27095246e+19
0.5408 2.29721822e+19
0.5446 2.32354253e+19
0.5484 2.3499236e+19
0.5522 2.37635966e+19
0.556 2.40284894e+19
0.5598 2.42938966e+19
0.5636 2.45598005e+19
0.5674 2.48261834e+19
0.5712 2.50930276e+19
0.575 2.53603152e+19
0.5788 2.56280285e+19
0.5826 2.58961499e+19
0.5864 2.61646615e+19
0.5902 2.64335457e+19
0.594 2.67027846e+19
0.5978 2.69723606e+19
0.6016 2.72422559e+19
0.6054 2.75124528e+19
0.6092 2.77829335e+19
0.613 2.80536803e+19
0.6168 2.83246755e+19
0.6206 2.85959013e+19
0.6244 2.886734e+19
0.6282 2.91389737e+19
0.632 2.94107849e+19
0.6358 2.96827558e+19
0.6396 2.99548686e+19
0.6434 3.02271055e+19
0.6472 3.04994489e+19
0.651 3.0771881e+19
0.6548 3.10443841e+19
0.6586 3.13169404e+19
0.6624 3.15895322e+19
0.6662 3.18621417e+19
0.67 3.21347513e+19
0.6738 3.24073431e+19
0.6776 3.26798994e+19
0.6814 3.29524025e+19
0.6852 3.32248347e+19
0.689 3.34971782e+19
0.6928 3.37694153e+19
0.6966 3.40415281e+19
0.7004 3.43134991e+19
0.7042 3.45853105e+19
0.708 3.48569445e+19
0.7118 3.51283833e+19
0.7156 3.53996093e+19
0.7194 3.56706047e+19
0.7232 3.59413517e+19
0.727 3.62118327e+19
0.7308 3.64820298e+19
0.7346 3.67519254e+19
0.7384 3.70215017e+19
0.7422 3.7290741e+19
0.746 3.75596254e+19
0.7498 3.78281374e+19
0.7536 3.80962591e+19
0.7574 3.83639729e+19
0.7612 3.86312609e+19
0.765 3.88981054e+19
0.7688 3.91644887e+19
0.7726 3.94303931e+19
0.7764 3.96958008e+19
0.7802 3.9960694e+19
0.784 4.02250551e+19
0.7878 4.04888663e+19
0.7916 4.07521099e+19
0.7954 4.1014768e+19
0.7992 4.12768231e+19
0.803 4.15382573e+19
0.8068 4.17990528e+19
0.8106 4.20591921e+19
0.8144 4.23186573e+19
0.8182 4.25774306e+19
0.822 4.28354944e+19
0.8258 4.30928309e+19
0.8296 4.33494224e+19
0.8334 4.36052511e+19
0.8372 4.38602992e+19
0.841 4.41145492e+19
0.8448 4.43679831e+19
0.8486 4.46205833e+19
0.8524 4.48723321e+19
0.8562 4.51232116e+19
0.86 4.53732042e+19
0.8638 4.56222921e+19
0.8676 4.58704576e+19
0.8714 4.61176829e+19
0.8752 4.63639503e+19
0.879 4.66092421e+19
0.8828 4.68535404e+19
0.8866 4.70968277e+19
0.8904 4.73390861e+19
0.8942 4.75802979e+19
0.898 4.78204454e+19
0.9018 4.80595108e+19
0.9056 4.82974764e+19
